customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15613854,3.0,Spain,Female,2.0,4,2.0,2,1,1,1.0,1
15599195,2.0,Germany,Male,1.0,1,2.0,1,1,1,0.0,0
15812878,4.0,Germany,Female,1.0,2,2.0,1,0,1,1.0,0
15602312,3.0,Spain,Male,1.0,5,3.0,1,0,0,2.0,0
15744689,1.0,Germany,Male,1.0,9,2.0,1,1,0,2.0,1
15803526,3.0,Germany,Male,1.0,3,2.0,1,0,1,2.0,0
15665790,2.0,Germany,Male,1.0,7,2.0,2,1,0,1.0,0
15715951,2.0,France,Male,2.0,2,2.0,1,0,0,2.0,0
15591100,3.0,Spain,Male,1.0,9,2.0,1,0,1,1.0,0
15609618,4.0,Germany,Male,1.0,9,3.0,2,0,1,3.0,1
15675522,3.0,Germany,Female,1.0,9,3.0,2,1,1,2.0,0
15705512,3.0,Germany,Female,1.0,6,3.0,1,1,0,3.0,0
15698028,2.0,France,Female,2.0,1,0.0,2,1,0,1.0,0
15661670,2.0,Germany,Female,1.0,8,2.0,1,1,0,5.0,1
15600781,3.0,Germany,Male,1.0,4,4.0,2,1,0,3.0,0
15682472,5.0,France,Male,1.0,8,3.0,2,0,0,1.0,0
15580203,3.0,Spain,Male,1.0,6,2.0,1,0,0,3.0,0
15690673,3.0,France,Female,1.0,6,0.0,2,1,0,4.0,0
15760085,3.0,Germany,Female,2.0,10,3.0,1,1,1,5.0,0
15779659,3.0,France,Female,1.0,3,0.0,1,0,0,5.0,0
15627360,1.0,France,Male,2.0,9,3.0,1,1,0,3.0,1
15671137,2.0,France,Female,2.0,1,0.0,1,0,1,0.0,1
15782688,3.0,Germany,Male,3.0,0,3.0,1,1,0,1.0,1
15575492,5.0,France,Female,2.0,7,0.0,2,1,0,4.0,0
15591607,4.0,France,Male,0.0,9,2.0,1,1,0,4.0,0
15740404,4.0,France,Female,1.0,3,0.0,2,1,1,3.0,0
15718369,4.0,Germany,Female,1.0,9,3.0,1,1,1,3.0,0
15677871,3.0,France,Male,1.0,9,2.0,1,1,1,1.0,0
15642004,3.0,France,Male,0.0,1,0.0,2,0,1,0.0,0
15712543,4.0,Germany,Male,1.0,7,2.0,2,1,1,3.0,0
15584518,2.0,Germany,Female,2.0,5,3.0,2,1,1,1.0,0
15802381,1.0,Germany,Female,1.0,5,1.0,1,0,1,4.0,0
15610156,3.0,France,Male,1.0,2,3.0,1,0,1,2.0,0
15594408,2.0,Spain,Female,2.0,2,4.0,1,1,0,2.0,1
15640905,2.0,Spain,Female,1.0,1,3.0,2,0,1,0.0,1
15698932,4.0,Germany,Male,2.0,10,3.0,1,1,0,5.0,0
15724944,3.0,France,Male,1.0,7,0.0,2,1,1,5.0,0
15628145,3.0,France,Female,2.0,5,3.0,1,1,1,5.0,0
15713483,4.0,Spain,Male,2.0,2,0.0,1,1,0,4.0,1
15612350,3.0,France,Female,1.0,5,1.0,1,1,0,3.0,1
15800703,1.0,Spain,Female,0.0,5,2.0,1,1,1,1.0,0
15705707,3.0,Spain,Female,1.0,8,3.0,2,1,0,4.0,0
15754105,3.0,France,Male,1.0,5,2.0,1,0,0,1.0,0
15703264,4.0,France,Male,2.0,9,2.0,1,1,0,2.0,0
15794413,1.0,France,Male,1.0,0,0.0,2,0,1,0.0,0
15650237,4.0,Spain,Female,1.0,7,0.0,2,1,0,2.0,0
15759618,2.0,France,Female,2.0,9,0.0,1,1,0,4.0,1
15811589,4.0,Spain,Male,2.0,8,0.0,2,1,0,5.0,0
15689044,2.0,France,Male,1.0,2,3.0,1,1,0,2.0,0
15709368,3.0,France,Female,2.0,6,0.0,2,1,1,3.0,0
15679145,4.0,Spain,Male,3.0,7,0.0,1,1,0,0.0,1
15655007,4.0,France,Female,1.0,7,0.0,2,0,0,2.0,0
15623595,2.0,Spain,Female,1.0,2,0.0,2,1,1,2.0,0
15589975,3.0,France,Female,4.0,6,2.0,1,0,1,3.0,0
15804017,3.0,Germany,Female,1.0,4,2.0,1,0,0,3.0,0
15692132,4.0,Spain,Female,0.0,6,2.0,1,0,1,2.0,0
15641122,3.0,France,Male,1.0,2,0.0,2,1,0,2.0,0
15630910,4.0,France,Female,2.0,7,2.0,1,0,0,1.0,0
15680772,4.0,Spain,Female,1.0,2,0.0,2,1,1,3.0,0
15658929,3.0,Spain,Male,1.0,0,3.0,1,1,0,1.0,1
15585388,3.0,Germany,Male,1.0,9,2.0,2,1,1,3.0,0
15724623,4.0,Germany,Female,0.0,7,2.0,1,1,0,4.0,1
15588537,3.0,Spain,Female,2.0,9,2.0,1,1,0,5.0,0
15574692,3.0,Spain,Female,1.0,2,0.0,2,1,0,1.0,1
15611325,3.0,Germany,Male,0.0,9,1.0,2,0,0,1.0,0
15587562,1.0,France,Female,1.0,4,3.0,1,1,0,4.0,0
15613172,3.0,Germany,Male,1.0,5,2.0,2,1,0,4.0,0
15651022,1.0,Germany,Male,2.0,10,3.0,1,1,0,0.0,1
15586310,2.0,France,Male,1.0,4,3.0,1,1,0,3.0,0
15625524,2.0,France,Male,1.0,5,0.0,2,1,1,4.0,0
15755209,1.0,Spain,Female,1.0,7,3.0,1,1,1,1.0,0
15645248,2.0,France,Female,1.0,0,0.0,2,1,1,3.0,0
15790355,3.0,Germany,Male,1.0,5,4.0,2,0,0,4.0,0
15762615,2.0,Spain,Female,1.0,8,2.0,1,0,1,2.0,0
15625426,4.0,Germany,Female,2.0,3,3.0,1,1,0,0.0,1
15716334,5.0,Spain,Female,2.0,2,2.0,1,1,1,0.0,0
15789669,2.0,France,Male,3.0,2,0.0,2,1,1,1.0,0
15621075,4.0,Germany,Female,2.0,1,3.0,2,1,0,4.0,0
15810845,3.0,France,Male,2.0,2,0.0,2,1,1,1.0,0
15719377,5.0,France,Female,2.0,4,0.0,1,1,1,0.0,1
15654506,2.0,France,Male,1.0,8,0.0,2,1,0,2.0,0
15771977,4.0,France,Female,1.0,1,2.0,1,1,0,5.0,0
15708710,2.0,Spain,Female,1.0,0,0.0,1,0,1,3.0,0
15726676,3.0,Spain,Male,1.0,5,0.0,2,0,1,5.0,0
15587421,3.0,Germany,Female,1.0,7,2.0,2,1,0,4.0,0
15726931,4.0,France,Female,2.0,8,1.0,2,0,0,2.0,1
15771086,2.0,France,Female,1.0,3,2.0,2,1,0,0.0,0
15756850,1.0,France,Male,1.0,1,0.0,2,0,0,3.0,0
15702741,3.0,France,Male,1.0,8,2.0,1,1,0,2.0,0
15679200,2.0,Spain,Male,1.0,9,1.0,2,1,0,3.0,0
15594815,5.0,France,Male,1.0,3,3.0,1,1,1,0.0,0
15635905,3.0,Spain,Female,1.0,6,0.0,2,1,1,1.0,0
15777892,4.0,Germany,Male,1.0,3,2.0,1,1,1,4.0,0
15656176,2.0,France,Male,3.0,10,0.0,2,1,1,1.0,0
15811127,2.0,France,Male,1.0,6,2.0,1,1,0,0.0,0
15604482,5.0,Spain,Male,1.0,2,3.0,1,1,1,0.0,0
15622911,4.0,France,Male,2.0,4,2.0,1,0,1,3.0,0
15600974,2.0,Spain,Male,2.0,5,0.0,1,0,1,4.0,1
15727868,4.0,France,Female,1.0,2,3.0,2,1,1,0.0,1
15627801,2.0,Spain,Male,1.0,3,4.0,1,1,0,2.0,0
15773039,2.0,France,Male,1.0,3,0.0,1,1,1,4.0,0
15755262,3.0,Spain,Female,2.0,3,2.0,1,0,0,5.0,1
15679531,3.0,France,Male,1.0,5,3.0,1,1,1,4.0,0
15684181,3.0,France,Male,2.0,5,0.0,1,1,0,4.0,1
15612087,3.0,France,Male,2.0,2,2.0,1,0,1,4.0,0
15752047,3.0,Germany,Male,1.0,2,3.0,2,1,0,4.0,0
15624592,3.0,France,Male,1.0,8,0.0,2,1,1,4.0,0
15573152,3.0,France,Female,2.0,9,0.0,2,0,0,2.0,0
15594917,3.0,France,Female,1.0,1,1.0,1,1,1,1.0,0
15785542,2.0,Germany,Male,1.0,4,2.0,2,0,0,2.0,0
15723488,3.0,Germany,Male,2.0,7,2.0,1,0,1,4.0,1
15680920,3.0,France,Male,2.0,7,1.0,1,1,0,3.0,0
15786308,4.0,Spain,Female,1.0,9,0.0,2,0,0,4.0,0
15659366,5.0,France,Male,2.0,1,2.0,2,1,0,1.0,1
15774854,2.0,France,Male,2.0,8,0.0,1,1,1,1.0,1
15725311,4.0,France,Female,1.0,9,2.0,2,1,1,2.0,0
15787155,2.0,Spain,Male,1.0,7,0.0,1,0,1,3.0,0
15727829,2.0,France,Male,2.0,2,0.0,2,1,1,4.0,0
15733247,5.0,France,Male,1.0,10,0.0,1,1,0,0.0,1
15568748,3.0,Germany,Male,2.0,6,2.0,1,1,1,3.0,1
15699029,3.0,France,Male,1.0,4,3.0,2,1,0,5.0,0
15774393,3.0,France,Female,1.0,9,0.0,2,1,1,1.0,0
15676895,2.0,Germany,Female,1.0,6,1.0,3,1,1,2.0,1
15637753,4.0,Germany,Male,2.0,2,2.0,1,1,0,2.0,1
15605461,2.0,Germany,Female,1.0,3,3.0,1,1,0,2.0,0
15808473,3.0,France,Male,4.0,1,0.0,2,0,1,3.0,0
15627000,3.0,France,Male,1.0,0,0.0,2,1,0,2.0,0
15787174,2.0,France,Female,1.0,1,0.0,2,0,1,4.0,0
15723886,4.0,Germany,Male,0.0,3,2.0,2,0,1,4.0,0
15704769,2.0,France,Female,3.0,5,2.0,2,0,1,2.0,0
15772896,4.0,Germany,Male,2.0,6,2.0,1,1,0,1.0,1
15711540,4.0,France,Female,1.0,2,0.0,1,1,1,4.0,0
15764866,2.0,Germany,Female,2.0,3,2.0,3,1,0,1.0,1
15794056,3.0,France,Female,2.0,2,0.0,3,1,0,2.0,1
15795149,4.0,France,Male,1.0,2,2.0,2,0,1,4.0,0
15812009,3.0,Spain,Male,1.0,4,0.0,2,1,0,3.0,0
15651001,4.0,Germany,Female,1.0,5,2.0,1,1,0,3.0,0
15813844,4.0,France,Male,1.0,8,2.0,2,0,1,2.0,0
15596175,3.0,Germany,Male,3.0,6,2.0,1,1,1,1.0,1
15576269,2.0,Spain,Male,1.0,7,0.0,2,1,0,2.0,0
15797219,3.0,France,Female,1.0,10,2.0,1,1,0,3.0,1
15685500,4.0,Germany,Male,1.0,7,3.0,2,1,0,2.0,0
15599792,2.0,France,Female,1.0,1,0.0,2,1,1,5.0,0
15657566,3.0,Germany,Male,0.0,8,2.0,1,1,1,4.0,0
15772423,4.0,Germany,Male,2.0,8,3.0,1,1,0,3.0,1
15628112,4.0,Germany,Female,1.0,5,2.0,1,0,0,2.0,0
15753754,2.0,Spain,Female,1.0,1,0.0,2,1,1,2.0,0
15793726,3.0,France,Female,4.0,0,0.0,2,0,1,4.0,0
15694717,2.0,Germany,Male,1.0,2,2.0,1,1,1,1.0,0
15665834,3.0,Spain,Male,1.0,8,0.0,1,0,0,4.0,0
15765297,4.0,Spain,Male,2.0,0,0.0,2,0,1,1.0,0
15636684,4.0,France,Male,1.0,10,0.0,2,1,1,5.0,0
15592979,3.0,Germany,Female,1.0,6,1.0,2,0,0,4.0,0
15750803,3.0,France,Female,1.0,6,3.0,1,1,1,1.0,0
15607178,5.0,Germany,Male,1.0,3,1.0,1,1,1,4.0,0
15713853,4.0,Germany,Male,2.0,9,2.0,2,1,1,2.0,0
15673481,4.0,Spain,Female,2.0,6,2.0,1,1,0,2.0,0
15686776,2.0,France,Female,1.0,6,4.0,2,1,0,0.0,0
15673693,3.0,France,Female,1.0,0,2.0,1,0,1,3.0,0
15700696,4.0,Spain,Male,1.0,9,2.0,1,1,1,0.0,0
15813163,2.0,Spain,Female,1.0,9,2.0,1,1,0,3.0,0
15653857,1.0,France,Male,1.0,2,0.0,2,1,1,4.0,0
15777076,3.0,France,Male,1.0,7,0.0,2,1,0,0.0,0
15717398,2.0,Spain,Female,1.0,7,0.0,1,0,0,2.0,1
15799217,4.0,Germany,Female,1.0,7,1.0,1,1,0,4.0,0
15787071,3.0,Spain,Male,2.0,9,0.0,2,0,1,5.0,0
15619955,4.0,Germany,Male,1.0,3,2.0,3,1,0,1.0,1
15796505,5.0,Germany,Female,1.0,1,3.0,2,1,1,5.0,0
15725166,4.0,France,Male,1.0,8,0.0,2,1,0,1.0,0
15800116,4.0,Germany,Male,1.0,4,3.0,1,0,1,2.0,0
15758685,4.0,Spain,Female,1.0,7,0.0,2,1,1,3.0,0
15694456,4.0,France,Male,3.0,3,0.0,1,1,1,0.0,1
15767339,4.0,France,Female,2.0,10,0.0,2,1,0,5.0,0
15683562,3.0,France,Male,1.0,6,2.0,1,0,1,4.0,0
15782210,4.0,France,Male,2.0,1,0.0,1,1,0,4.0,1
15668893,4.0,France,Male,1.0,8,0.0,2,1,1,1.0,0
15669169,4.0,Spain,Male,1.0,10,0.0,2,1,1,2.0,0
15643024,1.0,Germany,Male,1.0,4,3.0,1,1,1,1.0,1
15699389,5.0,France,Male,2.0,7,2.0,1,1,1,1.0,0
15708608,4.0,France,Female,0.0,8,3.0,2,0,1,5.0,0
15626144,3.0,France,Male,1.0,7,2.0,2,1,0,1.0,0
15573112,3.0,Spain,Male,1.0,5,2.0,1,1,0,4.0,0
15790678,1.0,France,Female,1.0,8,2.0,1,1,0,3.0,0
15727556,4.0,Spain,Female,1.0,5,3.0,1,1,1,5.0,0
15697307,2.0,Spain,Male,1.0,10,0.0,2,1,0,2.0,0
15652266,4.0,Germany,Male,2.0,9,1.0,1,0,1,3.0,0
15607098,4.0,Spain,Female,2.0,5,2.0,2,1,0,5.0,0
15655774,2.0,France,Male,1.0,7,0.0,2,1,0,1.0,0
15590241,4.0,Spain,Female,1.0,9,2.0,1,0,0,4.0,1
15785819,3.0,France,Male,1.0,3,0.0,2,1,1,3.0,0
15723654,4.0,France,Male,0.0,2,3.0,1,1,0,2.0,0
15774510,4.0,France,Female,1.0,4,2.0,1,1,1,3.0,0
15684173,3.0,Spain,Female,2.0,7,0.0,3,1,0,4.0,1
15650068,2.0,France,Male,3.0,0,3.0,1,1,1,4.0,0
15811490,3.0,France,Male,1.0,5,0.0,2,1,1,3.0,0
15803976,3.0,France,Female,1.0,10,0.0,2,1,0,4.0,0
15682541,3.0,Spain,Female,1.0,6,3.0,1,0,0,0.0,0
15695699,3.0,France,Male,1.0,8,0.0,2,1,0,0.0,0
15624188,4.0,France,Female,1.0,6,0.0,2,1,1,5.0,0
15812191,2.0,France,Male,1.0,4,2.0,1,0,0,2.0,0
15636673,3.0,France,Male,1.0,1,2.0,1,1,1,1.0,0
15594898,4.0,France,Male,2.0,2,0.0,1,1,1,4.0,1
15660211,3.0,Germany,Male,1.0,7,3.0,2,1,0,1.0,0
15773972,3.0,France,Male,2.0,4,3.0,1,1,0,3.0,1
15746726,1.0,Germany,Male,1.0,8,2.0,1,1,0,1.0,0
15712287,3.0,France,Female,4.0,4,0.0,2,1,1,5.0,0
15702919,4.0,Germany,Male,1.0,6,1.0,1,1,0,4.0,0
15674398,3.0,France,Male,1.0,3,0.0,2,0,0,4.0,0
15797960,5.0,Germany,Female,3.0,0,3.0,1,1,0,5.0,0
15631868,4.0,Spain,Male,1.0,2,3.0,1,1,1,2.0,0
15581539,1.0,Spain,Male,1.0,3,0.0,2,0,0,1.0,0
15662736,2.0,France,Male,2.0,2,3.0,1,1,0,3.0,1
15666252,4.0,Spain,Male,2.0,9,0.0,2,1,1,1.0,0
15677512,3.0,Spain,Female,0.0,3,0.0,1,1,0,2.0,0
15626114,1.0,France,Male,0.0,4,2.0,1,1,0,1.0,0
15810834,2.0,Spain,Female,3.0,2,3.0,1,1,1,2.0,0
15678910,3.0,France,Female,1.0,8,3.0,1,1,1,0.0,0
15694408,4.0,France,Male,1.0,1,3.0,1,1,0,5.0,1
15585215,4.0,France,Female,1.0,4,0.0,2,0,0,1.0,0
15682757,4.0,France,Male,1.0,3,0.0,2,1,0,3.0,0
15736601,4.0,France,Male,1.0,4,3.0,1,1,0,3.0,0
15601848,2.0,France,Male,1.0,2,0.0,2,1,0,3.0,0
15736008,3.0,France,Female,2.0,9,2.0,1,1,0,3.0,1
15669064,3.0,Germany,Male,1.0,1,3.0,1,1,1,4.0,0
15624528,3.0,Germany,Male,1.0,7,2.0,2,1,1,2.0,0
15598493,3.0,France,Male,2.0,7,0.0,2,0,1,2.0,0
15601274,3.0,Spain,Female,1.0,1,3.0,1,1,0,0.0,0
15702669,3.0,Germany,Male,2.0,2,2.0,2,0,1,4.0,0
15728669,2.0,Germany,Female,1.0,8,2.0,1,1,0,4.0,1
15742668,3.0,Spain,Female,1.0,6,2.0,1,1,0,0.0,0
15697441,1.0,France,Male,1.0,7,4.0,1,1,0,3.0,1
15740476,3.0,Germany,Female,1.0,3,3.0,2,0,1,4.0,0
15648064,3.0,France,Male,1.0,2,0.0,2,1,0,0.0,0
15636624,5.0,Spain,Female,1.0,5,3.0,1,1,0,0.0,1
15807923,4.0,Germany,Female,1.0,10,2.0,1,1,0,1.0,1
15745844,3.0,Germany,Female,1.0,6,3.0,2,0,1,2.0,1
15786170,3.0,France,Male,1.0,4,2.0,1,0,0,4.0,0
15681081,2.0,Spain,Female,2.0,5,0.0,2,1,1,1.0,0
15684484,2.0,France,Male,0.0,8,0.0,2,0,0,3.0,0
15785869,4.0,France,Female,0.0,7,0.0,2,1,0,1.0,0
15763859,5.0,France,Female,2.0,7,0.0,2,1,0,2.0,0
15658935,3.0,Germany,Female,1.0,9,2.0,2,1,0,3.0,0
15747358,3.0,Germany,Male,3.0,3,3.0,1,1,1,1.0,0
15735203,3.0,Germany,Female,1.0,1,2.0,1,1,1,3.0,0
15576256,2.0,France,Male,1.0,5,0.0,2,1,1,3.0,0
15659420,3.0,Spain,Male,1.0,3,2.0,2,1,1,3.0,0
15593365,4.0,Spain,Male,1.0,2,2.0,1,1,1,0.0,0
15777352,2.0,Spain,Female,1.0,7,3.0,1,1,0,2.0,0
15812007,3.0,Spain,Male,0.0,6,0.0,2,1,1,2.0,0
15625461,3.0,France,Female,2.0,1,4.0,2,1,1,4.0,0
15739438,2.0,France,Male,1.0,0,0.0,2,1,0,4.0,0
15611759,5.0,Spain,Female,3.0,8,3.0,2,1,1,3.0,0
15661629,2.0,Spain,Male,1.0,9,3.0,1,1,0,4.0,1
15633950,4.0,France,Male,2.0,1,2.0,1,1,1,3.0,0
15592386,2.0,France,Male,3.0,3,0.0,2,0,1,1.0,0
15803716,4.0,Spain,Male,1.0,3,0.0,2,0,1,5.0,0
15696674,3.0,Germany,Female,2.0,2,3.0,1,0,1,0.0,1
15706365,3.0,France,Female,2.0,9,2.0,1,1,1,5.0,0
15745088,1.0,Germany,Female,1.0,9,2.0,2,1,0,0.0,0
15676715,3.0,France,Male,3.0,9,0.0,2,1,1,5.0,0
15613085,3.0,Spain,Female,1.0,3,0.0,1,1,1,5.0,0
15633537,2.0,Germany,Female,2.0,9,2.0,2,1,0,4.0,0
15594720,1.0,Germany,Female,1.0,8,2.0,2,1,1,5.0,0
15684042,3.0,Germany,Male,1.0,2,1.0,2,0,1,1.0,0
15583303,2.0,France,Female,1.0,2,3.0,1,1,0,1.0,0
15611579,5.0,Spain,Male,2.0,4,3.0,1,1,1,0.0,0
15774696,3.0,Germany,Female,4.0,1,2.0,2,0,1,3.0,0
15694506,3.0,Germany,Male,1.0,0,2.0,2,1,1,5.0,0
15688074,5.0,Germany,Male,1.0,1,2.0,1,1,1,5.0,0
15759537,4.0,Germany,Male,1.0,7,1.0,2,1,1,4.0,0
15758449,4.0,France,Female,1.0,8,0.0,1,0,1,1.0,0
15583456,4.0,Germany,Male,2.0,10,2.0,3,1,1,3.0,1
15667871,2.0,Spain,Male,1.0,4,3.0,1,1,0,3.0,0
15677371,3.0,Spain,Female,1.0,2,1.0,1,1,0,0.0,0
15629677,3.0,Spain,Female,1.0,2,0.0,3,0,0,5.0,1
15713578,1.0,France,Female,2.0,9,0.0,2,1,1,3.0,0
15591509,3.0,France,Male,1.0,7,2.0,2,1,0,3.0,0
15568240,1.0,Germany,Female,1.0,10,2.0,2,0,1,4.0,0
15622993,4.0,Germany,Male,1.0,8,2.0,2,1,0,4.0,0
15689294,4.0,Germany,Male,2.0,3,2.0,1,1,0,2.0,0
